customer_id,country_of_origin,loyalty_tier,past_saf_purchase,adds_paid_options,booking_class,num_passengers,length_of_stay_days,destination_region,flight_distance_km,ticket_price_eur,co2_emission_kg,saf_contribution
285,Germany,Silver,0,1,Economy,2,6,EU,3304,620.32,297.36,0
286,France,Silver,1,0,Economy,4,11,Domestic,1147,227.93,103.23,0
287,UK,Silver,1,0,Premium,2,4,EU,2208,644.42,198.72,1
288,UK,Silver,0,1,Economy,4,3,EU,3156,552.11,284.04,0
289,Spain,Gold,0,0,Economy,3,8,Domestic,476,218.53,42.84,0
290,Germany,Silver,1,1,Business,1,3,EU,1882,840.51,169.38,1
291,France,Gold,1,0,Premium,4,10,Domestic,1084,387.34,97.56,1
292,France,Silver,1,0,Economy,3,7,Domestic,430,141.35,38.7,0
293,USA,Silver,0,0,Economy,1,9,Intercontinental,8266,1388.22,743.94,0
294,Italy,Gold,1,1,Economy,4,4,Domestic,492,141.84,44.28,0
295,France,Silver,0,1,Economy,1,6,Domestic,435,205.92,39.15,0
296,UK,Platinum,0,1,Economy,4,4,EU,1144,266.14,102.96,0
297,Netherlands,Platinum,0,0,Economy,4,10,EU,2311,439.38,207.99,0
298,Spain,Silver,0,1,Premium,1,2,Domestic,857,334.38,77.13,0
299,Germany,Silver,1,0,Economy,2,9,EU,3290,552.83,296.1,0
300,France,Platinum,0,0,Economy,1,7,Domestic,804,225.27,72.36,0
301,France,Platinum,1,1,Economy,1,8,Domestic,1068,232.2,96.12,1
302,UK,Platinum,0,0,Economy,3,3,EU,1244,252.31,111.96,0
303,UK,Silver,0,0,Economy,1,8,EU,1827,411.8,164.43,0
304,Germany,Platinum,0,0,Economy,4,2,EU,2151,472.38,193.59,0
305,Netherlands,Silver,0,1,Economy,4,8,EU,1458,365.82,131.22,0
306,USA,Gold,0,0,Business,1,12,Intercontinental,5584,2365.72,502.56,1
307,UK,Platinum,0,0,Economy,3,9,EU,3337,642.55,300.33,0
308,Italy,Silver,0,1,Economy,4,3,Domestic,445,209.17,40.05,0
309,Netherlands,Platinum,0,0,Business,2,11,EU,2832,1200.44,254.88,1
310,Spain,Silver,1,0,Business,1,3,Domestic,768,365.77,69.12,1
311,UK,Platinum,0,1,Economy,2,4,EU,1986,360.58,178.74,0
312,France,Silver,0,1,Business,3,11,Domestic,285,180.26,25.65,0
313,France,Platinum,0,0,Economy,2,5,Domestic,216,164.64,19.44,0
314,USA,Silver,1,1,Economy,1,9,Intercontinental,5832,1018.93,524.88,1
315,USA,Gold,0,0,Economy,2,13,Intercontinental,7872,1265.98,708.48,0
316,Germany,Gold,0,0,Economy,4,4,EU,3350,555.94,301.5,0
317,UK,Silver,1,0,Economy,2,14,EU,794,199.85,71.46,0
318,France,Silver,0,0,Economy,3,7,Domestic,204,151.21,18.36,0
319,France,Gold,0,0,Premium,3,14,Domestic,605,295.54,54.45,0
320,Spain,Silver,1,1,Economy,3,11,Domestic,1096,259.37,98.64,0
321,UK,Gold,0,1,Economy,4,12,EU,774,199.71,69.66,0
322,Netherlands,Silver,0,1,Economy,3,9,EU,2568,500.52,231.12,0
323,Germany,Platinum,0,1,Business,4,11,EU,1755,773.11,157.95,1
324,Spain,Silver,1,0,Premium,3,3,Domestic,1117,405.83,100.53,0
325,USA,Silver,0,0,Economy,3,5,Intercontinental,5599,931.25,503.91,0
326,Netherlands,Silver,0,1,Premium,3,2,EU,3342,983.23,300.78,0
327,Germany,Silver,0,1,Premium,4,12,EU,709,320.66,63.81,0
328,Germany,Silver,1,1,Business,3,9,EU,3259,1420.14,293.31,1
329,UK,Silver,0,0,Economy,4,2,EU,2076,426.2,186.84,0
330,Spain,Platinum,0,0,Economy,4,13,Domestic,1038,218.02,93.42,0
331,Italy,Gold,0,0,Economy,4,10,Domestic,427,142.14,38.43,0
332,Netherlands,Gold,0,0,Business,2,7,EU,1343,673.39,120.87,1
333,France,Silver,1,0,Business,3,13,Domestic,946,464.7,85.14,1
334,France,Gold,0,0,Premium,4,14,Domestic,975,336.16,87.75,0
335,France,Silver,1,1,Economy,2,13,Domestic,747,246.03,67.23,0
336,France,Gold,0,0,Economy,1,4,Domestic,690,196.19,62.1,0
337,USA,Silver,1,0,Economy,4,14,Intercontinental,6291,1078.65,566.19,0
338,Netherlands,Silver,0,1,Economy,4,9,EU,3315,554.19,298.35,0
339,UK,Silver,0,0,Economy,3,3,EU,3161,593.26,284.49,0
340,France,Platinum,1,1,Economy,4,12,Domestic,1078,218.0,97.02,1
341,UK,Silver,1,0,Business,1,4,EU,1258,632.2,113.22,1
342,UK,Gold,0,1,Economy,4,8,EU,1964,399.82,176.76,0
343,France,Silver,0,1,Business,4,12,Domestic,1189,581.19,107.01,0
344,UK,Gold,0,1,Premium,3,2,EU,2952,825.67,265.68,1
345,Italy,Platinum,1,0,Economy,4,10,Domestic,567,225.38,51.03,0
346,Germany,Silver,0,0,Economy,1,11,EU,1171,276.56,105.39,0
347,Germany,Silver,0,0,Business,2,10,EU,3457,1458.84,311.13,0
348,France,Platinum,0,0,Premium,3,4,Domestic,974,375.91,87.66,0
349,Italy,Gold,1,0,Economy,2,5,Domestic,1009,296.16,90.81,0
350,Germany,Silver,0,1,Economy,1,3,EU,2832,499.03,254.88,0
351,UK,Gold,0,0,Economy,4,11,EU,1383,317.98,124.47,0
352,USA,Gold,0,1,Economy,2,12,Intercontinental,8044,1315.46,723.96,0
353,Germany,Silver,0,1,Economy,3,14,EU,2250,448.46,202.5,0
354,France,Platinum,0,1,Premium,2,2,Domestic,608,258.42,54.72,1
